CountryCode,Country,SeriesCode,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
400,Jordan,557,"Percent of Seats held by women in national parliament",0, , , , , , ,1.3,0,0,0,0,1.3,1.3,5.5,5.5,5.5,5.5,6.4,6.4,6.4,10.8,10.8,12,12,12
398,Kazakhstan,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,48.5,48.1,48.7,49.4,49.1,49.9,50.1,50,49.8,49.5,49.9,50,50.6, ,
398,Kazakhstan,557,"Percent of Seats held by women in national parliament", , , , , , , ,13.4,13.4,13.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,15.9,15.9,17.8,17.8,24.3,24.3,25.2,26.2
404,Kenya,722,Share of women in wage employment in the non-agricultural sector,21.4,22.2,24.2,23,25.5,26.6,29.4,32.2,,,,,,,,,,,,,,,36.4,35.7, ,
404,Kenya,557,"Percent of Seats held by women in national parliament",1.1, , , , , , ,3, ,3.6,3.6,3.6,3.6,7.1,7.1,7.1,7.1,7.3,7.2,9.8,9.8,9.8,9.8,9.8,19.1,19.7
296,Kiribati,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,36.8,,,,,38.5,,,,,43.9,,,, ,
296,Kiribati,557,"Percent of Seats held by women in national parliament",0, , , , , , ,0,0,0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,7.1,4.3,4.3,4.3,4.3,8.7,8.7,8.7,8.7
408,"Korea, Democratic People's Republic of",722,Share of women in wage employment in the non-agricultural sector,40.7,,,,,,,,,,,,,,,,,,,,,,,, ,
408,"Korea, Democratic People's Republic of",557,"Percent of Seats held by women in national parliament",21.1, , , , , , ,20.1,20.1,20.1,20.1,20.1,20.1,20.1, ,20.1,20.1,20.1,20.1,20.1,15.6,15.6,15.6,15.6,15.6,16.3
410,"Korea, Republic of",722,Share of women in wage employment in the non-agricultural sector,38.1,38,37.8,37.6,38,38,38.5,39.1,38.3,39.3,40.1,40.8,41.1,41.2,41.6,41.8,42,42.1,42.2,42.1,42.4,42.5,42.9,43.1, ,
410,"Korea, Republic of",557,"Percent of Seats held by women in national parliament",2, , , , , , ,3,3,3.7,3.7,5.9,5.9,5.9,5.5,13,13.4,13.4,14.4,13.7,14.7,14.7,14.7,15.7,15.7,16.3
414,Kuwait,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,23.5,23.2,,,,,,,25.8,,,,,,,,, ,
414,Kuwait,557,"Percent of Seats held by women in national parliament", , , , , , , ,0,0,0,0,0,0,0,0,0,1.5,1.5,1.5,3.1,7.7,7.7,7.7,6.2,4.6,1.5
417,Kyrgyzstan,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,44.5,43.6,42.9,43.3,42.8,,,43.1,42.5,41.9,42,41.5, ,
417,Kyrgyzstan,557,"Percent of Seats held by women in national parliament", , , , , , , ,1.4,1.4,1.4,1.4,2.3,10,10,10,10,0,0,25.6,25.6,25.6,23.3,23.3,23.3,23.3,23.3
418,Lao People's Democratic Republic,722,Share of women in wage employment in the non-agricultural sector,20.3,,,,,,,,,,,,,,,32.1,,,,,34.6,,,, ,
418,Lao People's Democratic Republic,557,"Percent of Seats held by women in national parliament",6.3, , , , , , ,9.4, ,21.2,21.2,21.2,21.2,22.9,22.9,22.9,22.9,25.2,25.2,25.2,25.2,25.2,25,25,25,25
428,Latvia,722,Share of women in wage employment in the non-agricultural sector,,,49.4,,51.6,50.6,50.8,51.3,51.1,50.3,50.5,53,52.8,52.2,50.4,52,51.6,51.3,52,54.8,55.2,54.5,53.8,53.2, ,
428,Latvia,557,"Percent of Seats held by women in national parliament", , , , , , , ,9,9,17,17,17,17,21,21,21,21,19,20,20,22,20,23,23,25,18
422,Lebanon,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,,31.3,,,32.4,,,,,,, ,
422,Lebanon,557,"Percent of Seats held by women in national parliament",0, , , , , , ,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,4.7,4.7,4.7,4.7,3.1,3.1,3.1,3.1,3.1,3.1
426,Lesotho,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,51.6,,51,,,,,,,,,,,,,,, ,
426,Lesotho,557,"Percent of Seats held by women in national parliament", , , , , , , ,4.6,4.6,3.8,3.8,3.8,3.8,11.7,11.7,11.7,11.7,11.8,25,25,24.2,24.2,24.2,26.7,26.7,26.7
430,Liberia,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,,,,,,,,24.1,,,, ,
430,Liberia,557,"Percent of Seats held by women in national parliament", , , , , , , ,5.7, , , ,7.8,7.8,7.8,7.8,5.3,12.5,12.5,12.5,12.5,12.5,12.5,9.6,11,11,11
434,Libyan Arab Jamahiriya,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,15.8,,,,,,,,,,,,, ,
434,Libyan Arab Jamahiriya,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , ,4.7,7.7,7.7,7.7,7.7,7.7, ,16.5,16.5,16
438,Liechtenstein,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,38.7,38.7,39.1,38.9,39.1,39.4,,,,43.7,43.8,44.4,44.2,, ,
438,Liechtenstein,557,"Percent of Seats held by women in national parliament",4, , , , , , ,8,4,4,4,4,12,12,12,12,24,24,24,24,24,24,24,24,20,20
440,Lithuania,722,Share of women in wage employment in the non-agricultural sector,55.4,54.3,53.5,53.4,52.4,52.7,52.4,51.9,51.8,53.3,54,54.6,52,52.7,51.4,51.5,52.1,52.1,52.1,54.6,54.8,53.7,53.7,53, ,
440,Lithuania,557,"Percent of Seats held by women in national parliament", , , , , , , ,17.5,17.5,17.5,17.5,10.6,10.6,10.6,10.6,22,22,24.8,22.7,17.7,19.1,19.1,19.1,24.5,24.1,23.4
442,Luxembourg,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,40.6,41.9,42.4,43.9,44.7,43,41.1,48.6,41.1,49.3,44.6, ,
442,Luxembourg,557,"Percent of Seats held by women in national parliament",13.3, , , , , , ,20,20,20,16.7,16.7,16.7,16.7,16.7,23.3,23.3,23.3,23.3,23.3,20,20,25,21.7,28.3,28.3
450,Madagascar,722,Share of women in wage employment in the non-agricultural sector,,,,30.8,,,,,,,,,,37.2,,37.7,,,,,35.4,,37.3,, ,
450,Madagascar,557,"Percent of Seats held by women in national parliament",6.5, , , , , , ,3.7,3.7, ,8,8,8,3.8,3.8,6.9,6.9,6.9,7.9,7.9,,12.5,17.5,17.5,23.1,20.5
454,Malawi,722,Share of women in wage employment in the non-agricultural sector,10.5,10.4,10.6,10.6,10.8,11.3,,,,,,,,,,,,,,,,,,, ,
454,Malawi,557,"Percent of Seats held by women in national parliament",9.8, , , , , , ,5.6,5.6,5.6,8.3,9.3,9.3,9.3,9.3,14,13.6,13.6,13,13,20.8,20.8,22.3,22.3,22.3,16.7
458,Malaysia,722,Share of women in wage employment in the non-agricultural sector,,35.3,,,,35.2,35.3,34.9,35.4,35.4,37.9,37.2,37.3,37.9,38.3,38.5,38.7,39,39.2,39.1,39.3,38.6,38.7,39.2, ,
458,Malaysia,557,"Percent of Seats held by women in national parliament",5.1, , , , , , ,7.8,7.8,7.8, ,10.4,10.4,10.4,10.5,9.1,9.1,9.1,10,10.8,9.9,9.9,10.4,10.4,10.4,10.4
462,Maldives,722,Share of women in wage employment in the non-agricultural sector,15.8,,,,,32.4,,,,,40.6,,,,,,30,,,,40.5,,,, ,
462,Maldives,557,"Percent of Seats held by women in national parliament",6.3, , , , , , ,6.3,6.3,6.3, ,6,6,6,6,12,12,12,12,12,6.5,6.5,6.5,6.5,6.8,5.9
466,Mali,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,27.3,,,,,,,34.6,,,,,,,,,, ,
466,Mali,557,"Percent of Seats held by women in national parliament", , , , , , , ,2.3,12.2,12.2,12.2,12.2,12.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,9.5,9.5
470,Malta,722,Share of women in wage employment in the non-agricultural sector,,,,,28.4,28.7,29.4,29.8,30.4,31,32.9,32.5,34.8,32.6,32.5,33.8,34,35.3,36.4,36.7,37.5,38.3,39.5,41.1, ,
470,Malta,557,"Percent of Seats held by women in national parliament",2.9, , , , , , ,5.8,5.8,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,8.7,8.7,8.7,8.7,8.7,14.3,12.9
584,Marshall Islands,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,29.3,,,,,,,,,,,,,,, ,
584,Marshall Islands,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
474,Martinique,722,Share of women in wage employment in the non-agricultural sector,45.4,,,,,,,,,48.1,,,,,,,,,50.8,,,,,, ,
474,Martinique,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
478,Mauritania,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,35.8,,,,,,,,,,,,,, ,
478,Mauritania,557,"Percent of Seats held by women in national parliament", , , , , , , ,1.3,1.3,3.8,3.8,3.8, , ,3.7,3.7, ,17.9,22.1,22.1,22.1,22.1,22.1,22.1,25.2,25.2
480,Mauritius,722,Share of women in wage employment in the non-agricultural sector,37.4,36.1,36.6,36.9,36.4,37.1,37.1,37.4,38.2,38.4,38.6,39,38.1,38.4,37.5,36.9,37.2,37.2,37,37,37.7,38.4,38.3,, ,
480,Mauritius,557,"Percent of Seats held by women in national parliament",7.1, , , , , , ,7.6,7.6,7.6,7.6,5.7,5.7,5.7,5.7,5.7,17.1,17.1,17.1,17.1,17.1,18.8,18.8,18.8,18.8,11.6
484,Mexico,722,Share of women in wage employment in the non-agricultural sector,,36.5,,34.9,,36.1,36.2,36.3,36.4,36.4,37.3,37.3,37.5,36.9,37.5,39.1,39.3,39.4,39.4,39.7,39.4,39.6,40,40.3, ,
484,Mexico,557,"Percent of Seats held by women in national parliament",12, , , , , , ,14.2,14.2,17.4,18.2,16,16,16,22.6,22.6,24.2,22.6,23.2,23.2,27.6,26.2,26.2,36.8,37.4,38
583,"Micronesia, Federated States of",722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
583,"Micronesia, Federated States of",557,"Percent of Seats held by women in national parliament", , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Monaco,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,39.2,,,,,,,,,,,,,, ,
492,Monaco,557,"Percent of Seats held by women in national parliament",11.1, , , , , , ,5.6,5.6,22.2,22.2,22.2,22.2,22.2,20.8,20.8,20.8,20.8,20.8,25,26.1,26.1,19,19,20.8,20.8
496,Mongolia,722,Share of women in wage employment in the non-agricultural sector,,,,48.5,47.3,46.2,47.1,46.6,47,46.9,48.6,48.9,49.9,49.3,51.2,51.2,52,51.2,51.1,52,52.3,50.6,49.9,, ,
496,Mongolia,557,"Percent of Seats held by women in national parliament",24.9, , , , , , ,7.9,7.9,7.9,7.9,10.5,10.5,10.5,10.5,6.8,6.7,6.6,6.6,4.1,3.9,3.9,3.9,14.9,14.9,14.9
499,Montenegro,722,Share of women in wage employment in the non-agricultural sector,,,,38.7,39.8,40.1,41.7,42.4,42.4,43.2,44,44.3,,,,43.4,,,,46.3,,46.8,47.2,, ,
499,Montenegro,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , ,8.6,11.1,11.1,11.1,11.1,12.3,17.3,14.8,17.3
500,Montserrat,722,Share of women in wage employment in the non-agricultural sector,,43.4,,,,,,,,,,,,,,,,,,,,,,, ,
500,Montserrat,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
504,Morocco,722,Share of women in wage employment in the non-agricultural sector,,,,,20.9,,,,,,,,22.1,23.2,22.9,22.8,21,20.7,20.8,20.6,21.1,21.2,21.5,, ,
504,Morocco,557,"Percent of Seats held by women in national parliament",0, , , , , , ,0.6,0.6,0.6,0.6,0.6,0.6,10.8,10.8,10.8,10.8,10.8,10.5,10.5,10.5,10.5,17,17,17,17
508,Mozambique,722,Share of women in wage employment in the non-agricultural sector,11.4,,,,,,,,,,,,,,,,,,,,,,,, ,
508,Mozambique,557,"Percent of Seats held by women in national parliament",15.7, , , , , , ,25.2,25.2,25.2, ,30,30,30,30,34.8,34.8,34.8,34.8,34.8,39.2,39.2,39.2,39.2,39.2,39.6
104,Myanmar,722,Share of women in wage employment in the non-agricultural sector,30.7,,,,,33.6,35.2,,35.7,,,,,,,,,,,,,,,, ,
104,Myanmar,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , ,4.3,3.5,6,5.6,6.2
516,Namibia,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,42.8,40.7,,,41.4,,,,,,,,42.4,43, ,
516,Namibia,557,"Percent of Seats held by women in national parliament",6.9, , , , , , ,18.1,22.2,22.2,22.2,25,25,26.4,26.4,25,26.9,26.9,26.9,26.9,26.9,24.4,24.4,24.4,25.6,41.3
520,Nauru,722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
520,Nauru,557,"Percent of Seats held by women in national parliament",5.6, , , , , , ,5.6,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,5.3,5.3
524,Nepal,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,15.1,,14,,,,,,,,,,,,, ,
524,Nepal,557,"Percent of Seats held by women in national parliament",6.1, , , , , , ,3.4,3.4,3.4,5.9,5.9,5.9,,,,,17.3,17.3,33.2,33.2,33.2,33.2,33.2,29.9,29.5
528,Netherlands,722,Share of women in wage employment in the non-agricultural sector,37.7,38.6,39.7,40.6,41.3,41.4,41.3,41.9,42.2,42.9,43.5,43.9,44.7,45.8,45.8,46.5,46.8,47.4,47.8,48.4,49,49.5,49.4,48.7, ,
528,Netherlands,557,"Percent of Seats held by women in national parliament",21.3, , , , , , ,31.3,31.3,36,36,36,36,36.7,36.7,36.7,36.7,36.7,39.3,41.3,42,40.7,40.7,38.7,38.7,37.3
530,Netherlands Antilles,722,Share of women in wage employment in the non-agricultural sector,,,44,44.6,45.9,44.9,45.8,47,47,,49.9,49.7,49.8,50.2,52.2,51.9,51.2,51.8,51,,51.9,52.4,,, ,
530,Netherlands Antilles,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
540,New Caledonia,722,Share of women in wage employment in the non-agricultural sector,,,,,,,40.9,,,,,,,,,,,,,,,,,, ,
540,New Caledonia,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
554,New Zealand,722,Share of women in wage employment in the non-agricultural sector,45.1,45.5,45.5,45.4,45.7,45.6,46.2,46.4,46.7,47.1,47.1,47.3,47.1,47.4,47.5,47.5,47.3,47.1,47,47.5,47.9,47.7,47.5,47.2, ,
554,New Zealand,557,"Percent of Seats held by women in national parliament",14.4, , , , , , ,29.2,29.2,29.2,29.2,30.8,30.8,29.2,28.3,28.3,32.2,32.2,33.1,33.6,33.6,33.6,32.2,32.2,33.9,31.4
558,Nicaragua,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,39.5,38.6,38.3,38.6,38.1,,,,,,, ,
558,Nicaragua,557,"Percent of Seats held by women in national parliament",14.8, , , , , , ,10.8,10.8,10.8,9.7,9.7,20.7,20.7,20.7,20.7,20.7,18.5,18.5,18.5,20.7,20.7,40.2,40.2,40.2,39.1
562,Niger,722,Share of women in wage employment in the non-agricultural sector,24.7,,,,,,,,,,,,,,,25.4,27.2,30.4,36.1,,,,,, ,
562,Niger,557,"Percent of Seats held by women in national parliament",5.4, , , , , , , ,1.2,1.2,1.2,1.2,1.2,1.2,1.2,12.4,12.4,12.4,12.4,12.4,9.7, ,13.3,13.3,13.3,13.3
566,Nigeria,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,19,18.6,19.3,20.1,20.8,21,21.1,,,,,,,,, ,
566,Nigeria,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , ,3.4,3.4,3.4,6.7,4.7,6.4,6.1,7,7,7,7,6.8,6.7,6.7,6.7
570,Niue,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,43.1,,,,,,,,,,,,, ,
570,Niue,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
580,Northern Mariana Islands,722,Share of women in wage employment in the non-agricultural sector,44,,,,,43.9,,,,,,,,,,,,,,,,,,, ,
580,Northern Mariana Islands,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
578,Norway,722,Share of women in wage employment in the non-agricultural sector,47,47.5,47.5,47.8,47.7,47.7,47.8,48,48.1,48.3,48.2,48.3,48.9,49.1,49.2,49,49.3,49.2,49.1,49.4,49.3,49.3,49.1,48.9, ,
578,Norway,557,"Percent of Seats held by women in national parliament",35.8, , , , , , ,39.4,36.4,36.4,36.4,36.4,35.8,36.4,36.4,38.2,37.9,37.9,36.1,36.1,39.6,39.6,39.6,39.6,39.6,39.6
512,Oman,722,Share of women in wage employment in the non-agricultural sector,18.7,19.2,20.3,20.9,20.2,20.9,21.9,22,22.6,23.4,24.5,25.3,,,,,,,,,,,,, ,
512,Oman,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , ,2.4,2.4,2.4,0,0,0,0,1.2,1.2,1.2,1.2
586,Pakistan,722,Share of women in wage employment in the non-agricultural sector,7.7,9.5,10.2,9.5,9.5,8.8,8.8,12.2,9.8,9.9,13,13,13.6,13.6,13.9,13.9,13.4,13.2,12.6,,,,,, ,
586,Pakistan,557,"Percent of Seats held by women in national parliament",10.1, , , , , , , ,2.3,2.3, , , ,21.6,21.6,21.3,21.3,21.3,21.1,22.5,22.2,22.2,22.5,22.5,20.7,20.7
585,Palau,722,Share of women in wage employment in the non-agricultural sector,39.5,,,,,42.2,,,,,39.6,,,,,,,,,,,,,, ,
585,Palau,557,"Percent of Seats held by women in national parliament", , , , , , , ,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Panama,722,Share of women in wage employment in the non-agricultural sector,,,43.4,42.9,42.3,42.7,42.5,43.5,41.7,42.2,43,43,43.5,44,43.6,43.4,42.5,43.1,42.2,42.1,42.9,44.6,43.9,, ,
591,Panama,557,"Percent of Seats held by women in national parliament",7.5, , , , , , ,9.7,9.7,9.7, ,9.9,9.9,9.9,9.9,16.7,16.7,16.7,16.7,16.7,8.5,8.5,8.5,8.5,8.5,19.3
598,Papua New Guinea,722,Share of women in wage employment in the non-agricultural sector,27.9,,,,,,,,,,32.1,,,,,,,,,,,,,, ,
598,Papua New Guinea,557,"Percent of Seats held by women in national parliament",0, , , , , , ,0,1.8,1.8,1.8,1.8,1.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,2.7,2.7,2.7
600,Paraguay,722,Share of women in wage employment in the non-agricultural sector,41,39.9,44.2,42.7,40.7,,41.9,,,,39.3,,37.7,38.9,40,40.1,38.7,40.2,39.5,40.1,39.3,41.8,41.1,43.9, ,
600,Paraguay,557,"Percent of Seats held by women in national parliament",5.6, , , , , , ,2.5,2.5, ,2.5,2.5,2.5,2.5,10,10,10,10,10,12.5,12.5,12.5,12.5,12.5,15,15
604,Peru,722,Share of women in wage employment in the non-agricultural sector,,,,,,,29,30.1,31,32.8,30.8,32,32.4,33.3,32.2,32.5,32.3,34,34.7,35.1,35.8,37.6,37.6,37, ,
604,Peru,557,"Percent of Seats held by women in national parliament",5.6, , , , , , ,10.8,10.8,10.8,10.8,20,18.3,18.3,18.3,18.3,18.3,29.2,29.2,29.2,27.5,27.5,21.5,21.5,22.3,22.3
608,Philippines,722,Share of women in wage employment in the non-agricultural sector,,40.4,40.3,40.3,40.1,40,38.8,39.7,40.5,40.4,40.9,41.2,41.9,41.3,40.7,41.4,41.9,41.9,41.7,41.9,42,41.8,41.4,41.5, ,
608,Philippines,557,"Percent of Seats held by women in national parliament",9.1, , , , , , ,10.8,11.1,12.4,12.4,11.3,17.8,17.8,17.8,15.3,15.7,15.3,20.5,20.5,21,22.1,22.9,22.9,27.3,27.2
616,Poland,722,Share of women in wage employment in the non-agricultural sector,,,,,,47.3,47.1,46.6,46.8,47.1,46.9,47.2,47.9,48.2,47.3,46.7,46.6,46.8,46.6,46.8,46.6,46.4,46.6,46.9, ,
616,Poland,557,"Percent of Seats held by women in national parliament",13.5, , , , , , ,13,13,13,13,13,20.2,20.2,20.2,20.2,20.4,20.4,20.4,20.2,20,20,23.7,23.7,24.3,24.1
620,Portugal,722,Share of women in wage employment in the non-agricultural sector,42.5,42.9,45.3,45,45.6,46.3,46.3,46,45.6,45.9,46,46.4,46.9,47.2,47.8,47.8,47.8,48.2,46.3,47.8,48.1,48.8,49.6,49.8, ,
620,Portugal,557,"Percent of Seats held by women in national parliament",7.6, , , , , , ,13,13,13,18.7,17.4,18.7,19.1,19.1,19.1,21.3,21.3,28.3,28.3,27.4,27.4,28.7,28.7,31.3,31.3
630,Puerto Rico,722,Share of women in wage employment in the non-agricultural sector,46.5,46.4,45.8,45.3,44.7,43.9,42.7,41.6,40.6,40,39.6,41.3,40.7,40.1,39.9,40.5,40.8,41.5,41.7,43.8,46.3,,,, ,
630,Puerto Rico,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
634,Qatar,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,14.2,,,,14.5,,,15.5,,14.6,12.3,,9.8,12.1,12,12.5,12.6, ,
634,Qatar,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0
498,Republic of Moldova,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,52.9,52.8,52.6,53.6,54.6,54.6,54.9,53.5,54.6,54.1,54.3,55,54.9,54.9,54.6, ,
498,Republic of Moldova,557,"Percent of Seats held by women in national parliament", , , , , , , ,4.8,4.8, ,8.9,7.9,12.9,12.9,12.9,15.8,21.8,21.8,21.8,21.8,23.8,18.8,19.8,19.8,18.8,20.8
638,Reunion,722,Share of women in wage employment in the non-agricultural sector,,,,,,39.9,40,40.8,40.9,42,,,,,,,,,,,,,,, ,
638,Reunion,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
642,Romania,722,Share of women in wage employment in the non-agricultural sector,41.9,43,42.5,42.2,43,42,43,44.6,44.9,45.6,46.4,46.1,45.9,45.6,47.3,46.5,46.8,46.1,45.8,45.7,45.8,45.7,45.6,45.5, ,
642,Romania,557,"Percent of Seats held by women in national parliament",34.4, , , , , , ,7,7.3,7.3,7.3,10.7,10.7,10.7,10.7,11.4,11.2,11.2,9.4,11.4,11.4,11.4,11.2,13.3,13.5,13.7
643,Russian Federation,722,Share of women in wage employment in the non-agricultural sector,,,51.2,50.3,50.2,50.2,50.1,50.1,50.3,50.2,50.4,50.4,50.6,51,50.9,50.9,51.2,51,50.6,50.9,50.7,50.7,50.6,50.3, ,
643,Russian Federation,557,"Percent of Seats held by women in national parliament", , , , , , , ,10.2,10.2,10.2,7.7,7.7,7.6,7.6,9.8,9.8,9.8,9.8,14,14,14,14,13.6,13.6,13.6,13.6
646,Rwanda,722,Share of women in wage employment in the non-agricultural sector,,,,,,32.4,,,,,33,,,,,,,,,,,,33.6,, ,
646,Rwanda,557,"Percent of Seats held by women in national parliament",17.1, , , , , , ,17.1,17.1,17.1,17.1,25.7,25.7,25.7,48.8,48.8,48.8,48.8,48.8,56.3,56.3,56.3,56.3,56.3,63.8,63.8
654,Saint Helena,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,46.8,,,,,,,,,,47.6,,,,,, ,
654,Saint Helena,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
659,Saint Kitts and Nevis,722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
659,Saint Kitts and Nevis,557,"Percent of Seats held by women in national parliament",6.7, , , , , , ,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,0,0,0,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
662,Saint Lucia,722,Share of women in wage employment in the non-agricultural sector,,,,,51.8,47.4,49.2,48.5,47.6,51.3,49.4,,47.8,45.9,47.5,,,,,,,,,, ,
662,Saint Lucia,557,"Percent of Seats held by women in national parliament",0, , , , , , ,0,11.8,11.8,11.1,11.1, ,11.1,11.1,11.1,11.1,5.6,11.1,11.1,11.1,11.1,16.7,16.7,16.7,16.7
670,Saint Vincent and the Grenadines,722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
670,Saint Vincent and the Grenadines,557,"Percent of Seats held by women in national parliament",9.5, , , , , , ,9.5,9.5, ,4.8,4.8,22.7,22.7,22.7,22.7,18.2,18.2,18.2,18.2,21.7,14.3,17.4,17.4,13,13
882,Samoa,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,36.7,,,,,37.3,,,,,,36.7,, ,
882,Samoa,557,"Percent of Seats held by women in national parliament",0, , , , , , ,4.1,4.1,4.1,8.2,8.2,6.1,6.1,6.1,6.1,6.1,6.1,8.2,8.2,8.2,8.2,4.1,4.1,4.1,6.1
674,San Marino,722,Share of women in wage employment in the non-agricultural sector,40.4,40.8,40.5,40.3,,39.9,39.9,40.5,40.4,41.2,,41.5,41.7,41.9,42.2,42.1,42.1,42.2,42.2,42.9,43.4,,,, ,
674,San Marino,557,"Percent of Seats held by women in national parliament",11.7, , , , , , ,11.7,11.7,13.3,13.3,13.3,16.7,16.7,16.7,16.7,16.7,11.7,11.7,15,16.7,16.7,18.3,16.7,18.3,16.7
678,Sao Tome and Principe,722,Share of women in wage employment in the non-agricultural sector,,32.1,,,,,,,,,,,,,,,,,,,,,,, ,
678,Sao Tome and Principe,557,"Percent of Seats held by women in national parliament",11.8, , , , , , ,7.3,7.3, ,9.1,9.1,9.1,9.1,9.1,9.1,9.1,7.3,1.8,7.3,7.3,18.2,18.2,18.2,18.2,18.2
682,Saudi Arabia,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,14.9,14,14.2,14,,,,14.6,14.7,14.6,14.3,,14.2,,13.8, ,
682,Saudi Arabia,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,19.9,19.9,19.9
686,Senegal,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,10.6,,,,,23.3,,,,,26.7,,, ,
686,Senegal,557,"Percent of Seats held by women in national parliament",12.5, , , , , , ,11.7,11.7,12.1,12.1,12.1,16.7,19.2,19.2,19.2,19.2,19.2,22,22,22.7,22.7,22.7,42.7,43.3,42.7
688,Serbia,722,Share of women in wage employment in the non-agricultural sector,,,,38.7,39.8,40.1,41.7,42.4,42.4,43.2,44,44.3,,,43.9,41.6,43.5,43.9,44,45.6,45.6,44.8,45,45.4, ,
688,Serbia,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , ,20.4,20.4,21.6,21.6,21.6,22,33.2,33.6,34
891,Serbia and Montenegro,722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
891,Serbia and Montenegro,557,"Percent of Seats held by women in national parliament", , , , , , , , ,5.1,5.1,5.1, ,7.2,7.2,7.9,7.9,7.9, , , , , , , , ,
690,Seychelles,722,Share of women in wage employment in the non-agricultural sector,,,49.4,,,,,,,,,,,,,,,,,,,52.8,,, ,
